set_id,round,engine,model,input_sku1,input_sku2,input_sku3,Y2_top1_brand,Y2_top1_subtype,Y2_top1_price,Y1_top1_brand_mentioned,Y1_top1_price_mentioned,rank2_brand,rank2_subtype,rank2_price,Y1_top2_brand_mentioned,Y1_top2_price_mentioned,rank3_brand,rank3_subtype,rank3_price,Y1_top3_brand_mentioned,Y1_top3_price_mentioned,Y3_numeric_count,Y3_numeric_density,Y4_safety_kw,Y4_skin_type_kw,Y4_total,response_chars,cost_usd,response_excerpt
main_01725,round1,openai,gpt-5.4-mini,리얼베리어,설화수,일리윤,일리윤,foam,33600,N,Y,설화수,foam,42000.0,Y,Y,리얼베리어,foam,59800.0,N,N,2,0.9,5,2,7,222,0.001024,"1. 제품 3 - 세라마이드·프로바이오틱스 조합으로 민감성/복합성 피부에 비교적 순하고, 3만원대 중반이라 가성비도 가장 좋습니다.  
2. 제품 2 - 설화수라 신뢰도는 높지만 60ml에 4만원대로 용량 대비 가성비가 떨어져 우선순위는 낮습니다.  
3. 제품 1 - 민감·트러블 타겟이지만 400ml에 5.9만원으로 부담이 크고, 티트리 성분이 자극 가능성이 있어 민감 피부엔 다소 불안합니다."
main_01725,round1,anthropic,claude-haiku-4-5-20251001,리얼베리어,설화수,일리윤,일리윤,foam,33600,N,N,설화수,foam,42000.0,Y,Y,리얼베리어,foam,59800.0,N,Y,2,0.7,7,4,11,287,0.001643,"1. **제품 3** - 세라마이드와 프로바이오틱 성분으로 민감성·복합성 피부에 자극 최소화하면서 당김 없이 클렌징할 수 있고, 가성비 최우선 기준에 가장 부합합니다.

2. **제품 2** - 설화수의 안정적인 품질과 42,000원대의 합리적 가격으로 성능과 가격의 균형이 좋지만, 성분 정보 공개 부족이 아쉬운 점입니다.

3. **제품 1** - 쑥·PDRN·티트리 등 유효성분이 풍부하고 높은 평점이 장점이지만, 59,800원의 높은 가격대와 여드름·트러블 타겟으로 민감성 피부에는 자극 가능성이 있습니다."
main_02467,round1,openai,gpt-5.4-mini,메디필,아비브,설화수,아비브,foam,16000,N,N,메디필,foam,12900.0,N,N,설화수,foam,42000.0,Y,Y,0,0.0,4,0,4,221,0.000994,"1. 제품 2 - 센텔라·판테놀·병풀 계열로 민감/트러블 피부에 비교적 무난하고, 4만원대 이하의 실사용 만족도와 인증 1개가 있어 균형이 좋습니다.  
2. 제품 1 - 가성비가 매우 좋고 평점도 높지만 AHA가 있어 민감한 피부엔 자극 가능성이 제품 2보다 조금 더 있습니다.  
3. 제품 3 - 설화수라 품질 기대는 가능하지만 용량이 작고 가격이 높아 가성비 기준에서 우선순위가 낮습니다."
main_01728,round1,openai,gpt-5.4-mini,일루미엘,닥터지,스킨푸드,일루미엘,foam,10000,N,N,닥터지,foam,1000.0,N,N,스킨푸드,foam,11000.0,N,N,0,0.0,6,6,12,284,0.001241,"1. **제품 1** - AHA가 있어 각질·피지 케어에 도움이 되면서도 가격이 저렴하고, 무난한 가성비로 민감한 복합성 피부가 시도해보기 좋습니다.  
2. **제품 2** - 센텔라·시카·병풀·쑥 성분으로 진정 포인트는 좋지만, 타겟이 지성/트러블 중심이라 민감성 복합피부엔 다소 강할 수 있고 가격 정보도 매력적이지 않습니다.  
3. **제품 3** - 녹차·프로폴리스·티트리 조합은 산뜻하지만 지성·모공·각질용 성격이 강해 클렌징 후 당김에 예민한 30대 민감성 복합피부엔 우선순위가 가장 낮습니다."
main_01728,round1,anthropic,claude-haiku-4-5-20251001,일루미엘,닥터지,스킨푸드,닥터지,foam,1000,N,N,일루미엘,foam,10000.0,N,N,스킨푸드,foam,11000.0,N,N,0,0.0,6,3,9,258,0.001553,"1. **제품 2** - 민감성 피부를 위한 진정 성분(센텔라, 시카)이 풍부하면서 가성비가 최고이고, 광범위한 피부 고민을 커버해 복합성 피부에 적합합니다.

2. **제품 1** - 5.0 평점의 높은 만족도와 합리적인 가격대에서 무궁화 성분으로 자극 진정을 기대할 수 있으나, 타겟 정보 부족이 아쉬움입니다.

3. **제품 3** - 천연 식물 성분으로 부드러울 것으로 예상되지만, 민감성 피부 타겟이 명시되지 않았고 평점 정보 부재로 검증이 어렵습니다."
main_02467,round1,anthropic,claude-haiku-4-5-20251001,메디필,아비브,설화수,아비브,foam,16000,N,Y,메디필,foam,12900.0,N,Y,설화수,foam,42000.0,N,Y,3,0.88,4,5,9,342,0.001846,"1. **제품 2** - BHA와 센텔라, 판테놀 함유로 민감성·복합성 피부의 클렌징 후 당김을 최소화하면서 여드름·모공 케어도 가능하고, 높은 평점(4.9)과 합리적인 가격대(16,000원)의 최적 균형.

2. **제품 1** - 12,900원의 저렴한 가격에 AHA·CICA·판테놀 등 진정 성분이 포함되어 있어 예산 제약이 있을 때 합리적인 선택지이며, 우수한 평점(4.8)도 신뢰성이 있음.

3. **제품 3** - 프리미엄 브랜드의 복합성 피부 특화 제품이지만, 42,000원의 높은 가격대, 유효성분 미공개, 평점 정보 부"
main_01729,round1,openai,gpt-5.4-mini,파파레서피,에뛰드,오드로이,오드로이,foam,18500,N,N,파파레서피,powder,18000.0,N,N,에뛰드,foam,9000.0,N,N,0,0.0,5,2,7,239,0.001058,"1. 3 - BHA+rice 조합의 폼 타입으로 세정력과 피부 부담 균형이 좋아 보이고, 리뷰 수/평점이 매우 높아 안정성이 가장 기대됩니다.  
2. 1 - AHA·센텔라·PDRN·쌀·티트리 성분으로 각질/진정/탄력 케어가 가능하지만, 민감성 피부엔 산 성분이 다소 자극적일 수 있어 2순위입니다.  
3. 2 - 가장 저렴하고 무난한 폼이지만 유효성분과 평점 정보가 부족해, 민감성·당김 최소화 기준에서 우선순위가 낮습니다."
main_01729,round1,anthropic,claude-haiku-4-5-20251001,파파레서피,에뛰드,오드로이,에뛰드,foam,9000,N,Y,파파레서피,powder,18000.0,N,Y,오드로이,foam,18500.0,N,N,2,0.64,5,2,7,311,0.001698,"# 페르소나별 클렌징 제품 추천 순위

1. **제품 2** - 9,000원의 최고 가성비에 쌀 성분으로 순한 클렌징이 가능하며, 민감성 피부에 부담 없고 클린뷰티 인증으로 신뢰도가 높습니다.

2. **제품 1** - 18,000원대 합리적 가격에 센텔라·PDRN 등 진정 성분과 AHA로 각질 제거를 동시에 할 수 있으며, 높은 평점(4.9/361)으로 실제 만족도가 입증되었습니다.

3. **제품 3** - 우수한 평점(4.9/6,620)이지만 BHA 함유로 민감성 피부에는 자극이 될 수 있고, 타겟 피부 정보 부재로 제품 특성"
main_00991,round1,openai,gpt-5.4-mini,일리윤,메이크프렘,닥터지,일리윤,oil,18900,Y,Y,닥터지,foam,1000.0,Y,N,메이크프렘,foam,1000.0,Y,N,1,0.43,8,4,12,234,0.001077,"1. 1 - 일리윤 오일 타입이라 민감성·복합성 피부에 비교적 자극이 덜하고, 세정 후 당김이 적을 가능성이 높으며 18,900원으로 가성비도 좋습니다.
2. 3 - 닥터지 폼은 트러블·모공 타겟과 진정 성분이 강점이지만 BHA·레티놀까지 들어 있어 민감한 피부에는 다소 자극적일 수 있습니다.
3. 2 - 메이크프렘 폼은 정보가 너무 부족하고 평점/리뷰가 없어 민감성 피부에 대한 신뢰도가 낮아 우선순위가 떨어집니다."
main_00991,round1,anthropic,claude-haiku-4-5-20251001,일리윤,메이크프렘,닥터지,일리윤,oil,18900,N,N,닥터지,foam,1000.0,N,N,메이크프렘,foam,1000.0,N,N,0,0.0,9,3,12,252,0.001546,"1. **제품 1** - 세라마이드와 프로바이오틱이 함유되어 민감성 피부의 장벽 강화와 클렌징 후 당김을 줄일 수 있으며, 가성비도 우수합니다.

2. **제품 3** - 센텔라, 판테놀 등 진정·보습 성분이 풍부하고 복합성 피부의 트러블 관리에 효과적이지만, 유효성분이 많아 민감성 피부에는 자극 가능성이 있습니다.

3. **제품 2** - 가격은 가장 저렴하지만 유효성분이 제한적이고 리뷰 정보 부족으로 실제 당김감과 효과를 예측하기 어렵습니다."
main_00992,round1,openai,gpt-5.4-mini,실크크리스탈,더후,에이프릴스킨,더후,foam,43000,N,N,에이프릴스킨,foam,18200.0,N,N,실크크리스탈,unknown,68000.0,N,N,1,0.39,9,2,11,258,0.001066,"1. 2 - 판테놀이 들어 있어 AHA 클렌징 중에서도 비교적 자극 완화와 세정 후 당김 개선 기대가 있고, 180ml에 4.3만원대로 브랜드·용량 대비 무난합니다.  
2. 3 - 가격이 가장 가성비 좋고 리뷰도 많아 검증된 편이지만, 클레이가 있어 민감성·건조/당김 걱정에는 2번보다 약간 덜 맞을 수 있습니다.  
3. 1 - 트러블용 AHA 제품이라 각질·자극 가능성이 있고, 7만원대인데 정보와 리뷰가 부족해 민감성·가성비 기준에선 가장 덜 추천합니다."
main_00992,round1,anthropic,claude-haiku-4-5-20251001,실크크리스탈,더후,에이프릴스킨,에이프릴스킨,foam,18200,N,Y,더후,foam,43000.0,N,Y,실크크리스탈,unknown,68000.0,N,Y,3,1.24,7,2,9,241,0.001395,"# 추천 순위

1. **제품 3** - 가성비 최고(18,200원)에 판테놀·센텔라 진정 성분으로 민감성 피부 자극 최소화, 1,548개 리뷰로 신뢰도 높음.

2. **제품 2** - 43,000원대 합리적 가격에 판테놀 함유로 클렌징 후 당김 완화, 5.0 평점으로 만족도 우수함.

3. **제품 1** - 68,000원의 높은 가격대에 제품 정보 부족(유형·평점 미공개)하고 AHA 단독 성분으로 민감성 피부에 자극 우려."
main_02475,round1,openai,gpt-5.4-mini,퐁당,리얼베리어,티엘스,리얼베리어,foam,59800,N,N,티엘스,foam,15300.0,N,N,퐁당,foam,15000.0,N,N,1,0.39,9,5,14,257,0.001152,"1. 2 - 민감성·복합성·수부지까지 폭넓게 맞고, 마일드한 진정/트러블 케어 성분 구성에 400ml 대용량이라 가성비도 괜찮아 가장 무난합니다.  
2. 3 - 세정 후 건조함을 줄여줄 세라마이드·히알루론산이 있어 당김이 덜할 가능성이 있지만, AHA/BHA/PHA가 들어가 민감 피부엔 다소 자극적일 수 있습니다.  
3. 1 - 가격은 가장 좋지만 지성 타겟에 AHA 중심이라 민감성·복합성 피부의 환경 자극과 세안 후 당김 측면에선 가장 덜 적합합니다."
main_00997,round1,openai,gpt-5.4-mini,편강율,스킨푸드,메디큐브,편강율,foam,13900,N,N,스킨푸드,foam,11000.0,N,N,메디큐브,foam,17500.0,N,N,0,0.0,5,4,9,338,0.001384,"1. **제품 1** - **세라마이드·판테놀·AHA** 조합과 민감성/복합성 타겟, 높은 평점(4.9)까지 있어 **자극을 줄이면서도 세정 밸런스가 좋아 보이고**, 가격도 가성비가 좋습니다.  
2. **제품 2** - **녹차·프로폴리스·티트리**로 모공/각질 관리에는 무난하지만, **민감성·당김 최소화 관점의 근거가 제품 1보다 약하고** 리뷰/평점 정보가 없어 아쉽습니다.  
3. **제품 3** - 기능 성분은 가장 화려하지만(나이아신아마이드·PDRN·펩타이드 등) **클렌징 제품에서 과한 스펙 대비 가격이 높고**, 평"
main_02475,round1,anthropic,claude-haiku-4-5-20251001,퐁당,리얼베리어,티엘스,티엘스,foam,15300,N,Y,리얼베리어,foam,59800.0,N,Y,퐁당,foam,15000.0,N,N,2,0.64,9,6,15,312,0.001788,"# 페르소나별 클렌징 제품 추천 순위

1. **제품 3** - 민감성·복합성 피부를 위한 진정 성분(티트리, 세라마이드)과 보습 성분이 풍부하면서도 가성비(15,300원)가 우수하고 클린뷰티 인증으로 자극 최소화.

2. **제품 2** - 복합성·민감성 피부 타겟의 신뢰성 있는 포뮬라(쑥, PDRN, 티트리)와 화장품 인증으로 안정성이 입증되었으나, 59,800원의 높은 가격이 가성비 선호도와 맞지 않음.

3. **제품 1** - 지성 피부 타겟의 단순한 구성(AHA, 콜라겐)으로 민감성 피부에 자극 가능성이 있고, 리뷰 1개"
main_00997,round1,anthropic,claude-haiku-4-5-20251001,편강율,스킨푸드,메디큐브,편강율,foam,13900,N,N,메디큐브,foam,17500.0,N,N,스킨푸드,foam,11000.0,N,N,0,0.0,7,5,12,309,0.001783,"1. **제품 1** - 민감성 피부에 필수적인 세라마이드와 판테놀이 함유되어 있으면서도 합리적인 가격대에 높은 평점(4.9)으로 신뢰도가 높고 클린뷰티 인증까지 갖춰 안심할 수 있습니다.

2. **제품 3** - 세라마이드, 시카, 나이아신아마이드 등 민감성 피부 진정과 당김 완화에 효과적인 성분들이 풍부하게 포함되어 있어 성능 우선인 경우 고려할 만합니다.

3. **제품 2** - 가격은 가장 저렴하지만 평점 정보 부재, 클린뷰티 클레임 없음, 민감성 피부 진정 성분 부족 등으로 복합성·민감성 피부인 페르소나에게는 상대적으로"
main_02477,round1,openai,gpt-5.4-mini,파파레서피,언리시아,오드로이,파파레서피,foam,12000,N,N,오드로이,foam,18500.0,N,N,언리시아,unknown,18000.0,N,N,0,0.0,6,4,10,246,0.001034,"1. 1 - 민감성·복합성 피부에 비교적 무난한 foam 타입이고, 센텔라 성분과 1.2만 원대의 압도적인 가성비, 리뷰 수도 많아 가장 안정적인 선택입니다.  
2. 3 - 리뷰가 매우 많아 검증된 편이고 BHA가 있어 트러블/모공 관리에 좋지만, 민감한 피부에는 1번보다 자극 가능성이 조금 더 있습니다.  
3. 2 - AHA 단일 성분에 정보가 적고 리뷰도 매우 적어, 민감성·환경자극에 약한 페르소나에게는 우선순위가 가장 낮습니다."
main_00999,round1,openai,gpt-5.4-mini,토리든,일리윤,더후,일리윤,foam,17600,N,Y,토리든,foam,2500.0,N,N,더후,oil,46000.0,N,N,2,0.85,6,1,7,234,0.001009,"1. 제품 2 - 세라마이드·프로바이오틱 성분이 있어 민감하고 당김에 예민한 피부에 무난하고, 250ml에 17,600원으로 가성비도 가장 좋습니다.
2. 제품 1 - 히알루론산·판테놀·녹차로 자극 완화와 보습 기대감이 있지만, 정보가 적고 리뷰가 없어 검증력이 약합니다.
3. 제품 3 - 평점과 리뷰는 좋지만 오일 타입에 AHA 성분까지 있어 민감성·환경 자극에 약한 피부에는 부담될 수 있고 가격도 가장 비쌉니다."
main_01738,round1,openai,gpt-5.4-mini,미샤,아임프롬,일소,아임프롬,foam,18000,N,N,미샤,foam,2000.0,Y,N,일소,unknown,16900.0,N,N,0,0.0,6,3,9,257,0.001013,"1. 2 - 민감성·복합성 피부에 비교적 무난한 foam 타입이고, 자극이 큰 AHA보다 일상 세안용으로 쓰기 좋아 보여 가성비도 적당합니다.  
2. 1 - 미샤 제품은 가격이 매우 저렴해 부담이 적고 mugwort/rice 성분이 진정·세정 보조에 도움 될 수 있지만, 너무 저가라 성능 편차는 고려해야 합니다.  
3. 3 - AHA 성분이 있어 모공·각질 관리에는 좋을 수 있지만, 민감하고 당김에 약한 피부에는 자극 가능성이 있어 우선순위가 낮습니다."
main_02477,round1,anthropic,claude-haiku-4-5-20251001,파파레서피,언리시아,오드로이,파파레서피,foam,12000,N,Y,오드로이,foam,18500.0,N,N,언리시아,unknown,18000.0,N,N,2,0.7,5,2,7,284,0.001618,"1. **제품 1** - 가성비(12,000원)와 성능을 모두 만족하며, 센텔라와 티트리 성분으로 민감한 피부 진정에 유리하고 205개의 높은 리뷰 수로 신뢰도가 높음.

2. **제품 3** - 6,620개의 압도적 리뷰 수와 4.9점 평점으로 검증된 제품이며, BHA 성분이 모공 정리에 효과적하고 쌀 성분으로 자극 완화가 가능함.

3. **제품 2** - 정보 부족(용량 미공개, 단 1개 리뷰)으로 신뢰도가 매우 낮고, AHA 단일 성분만으로는 민감성 피부에 자극이 클 수 있어 추천도가 가장 낮음."
main_01738,round1,anthropic,claude-haiku-4-5-20251001,미샤,아임프롬,일소,아임프롬,foam,18000,Y,N,미샤,foam,2000.0,N,Y,일소,unknown,16900.0,N,N,1,0.39,9,2,11,259,0.001521,"# 추천 순위

1. **제품 2** - 민감한 피부를 위한 화장품 인증(1개)이 있고, 각질 제거로 당김 완화에 유리하며, 아임프롬의 저자극 포지셔닝이 페르소나와 잘 맞습니다.

2. **제품 1** - 2,000원대의 뛰어난 가성비에 쑥·쌀 같은 진정 성분이 민감성 피부 진정에 효과적하지만, 정보 부족이 단점입니다.

3. **제품 3** - AHA 성분은 각질 제거에 좋지만 민감성 피부에 자극을 줄 수 있으며, 유형과 용량 정보 부재로 신뢰도가 낮습니다."
main_00999,round1,anthropic,claude-haiku-4-5-20251001,토리든,일리윤,더후,일리윤,foam,17600,N,Y,토리든,foam,2500.0,N,Y,더후,oil,46000.0,N,Y,3,1.06,8,5,13,282,0.001634,"1. 제품 2 - 세라마이드와 프로바이오틱 성분으로 민감성·복합성 피부의 장벽 강화와 당김 완화에 최적화되었고, 17,600원의 합리적 가격대에 5.0 평점의 신뢰성을 갖춤.

2. 제품 1 - 초저가 2,500원으로 가성비가 우수하고 녹차·판테놀 성분이 민감성 피부 진정에 도움이 되지만, 평점 미공개로 실제 당김감 정보 확인이 필요함.

3. 제품 3 - AHA 함유로 모공 케어 효과는 탁월하나 46,000원의 높은 가격과 유분 클렌징 제품 특성상 민감성 피부의 자극 가능성이 있어 우선순위가 낮음."
main_02479,round1,openai,gpt-5.4-mini,은율,라로슈포제,아임프롬,라로슈포제,gel,3000,Y,N,아임프롬,foam,18000.0,Y,N,은율,foam,4500.0,N,N,0,0.0,6,4,10,247,0.001018,"1. 제품 2 - 민감성·트러블 피부 타겟에 cica, niacinamide가 있어 자극 완화와 컨디션 관리에 가장 맞고, 라로슈포제라 안정감도 기대됩니다.  
2. 제품 3 - 아임프롬은 인증 1개가 있어 상대적으로 신뢰감이 있고 각질 케어에 도움될 수 있지만, 민감성·당김 최소화 관점에서는 정보가 부족합니다.  
3. 제품 1 - 가격은 가장 저렴하지만 성분·타겟 피부 정보가 거의 없어 민감성 복합성 피부에 맞는지 판단하기 어렵습니다."
main_02479,round1,anthropic,claude-haiku-4-5-20251001,은율,라로슈포제,아임프롬,라로슈포제,gel,3000,N,Y,은율,foam,4500.0,N,Y,아임프롬,foam,18000.0,N,Y,4,1.57,4,1,5,255,0.001414,"1. **제품 2** - 민감성 피부에 필수적인 시카와 나iacinamide를 함유했고, 3,000원의 합리적 가격으로 가성비 최고입니다.

2. **제품 1** - 4,500원대의 저렴한 가격에 150ml 대용량이라 경제적이며, foam 타입이 클렌징 후 당김을 덜할 가능성이 있습니다.

3. **제품 3** - 화장품 인증 1개와 foam 타입의 장점이 있지만, 18,000원의 높은 가격대는 유효성분 미공개 상태에서 가성비 중시층에게 부담스럽습니다."
main_01001,round1,openai,gpt-5.4-mini,메디섹션넘버,이즈앤트리,라곰,라곰,foam,18000,N,N,이즈앤트리,unknown,16000.0,N,N,메디섹션넘버,foam,22000.0,N,N,0,0.0,8,8,16,304,0.00121,"1. 3 - 4만원대 이하의 가성비가 좋고 리뷰 수가 매우 많아 검증된 편이며, 지성·건성 모두 고려한 포뮬러라 복합성 피부에 무난하지만 AHA가 있어 민감성은 약간 체크가 필요합니다.
2. 2 - 가격이 가장 저렴하고 트러블 타겟이라 기본적인 문제성 피부에는 맞을 수 있지만, 성분 정보와 평점/리뷰가 부족해 민감성·당김 저감 측면에서 판단이 어렵습니다.
3. 1 - 여드름·모공용으로 기능성은 좋아 보이지만 AHA/BHA가 함께 들어 있어 민감성 피부에는 자극 가능성이 더 높고, 클렌징 후 당김을 중시하는 페르소나에는 우선순위가 낮"
main_02480,round1,openai,gpt-5.4-mini,앰플엔,라곰,빌리프,빌리프,foam,23200,N,N,라곰,foam,18000.0,N,N,앰플엔,foam,2000.0,N,N,0,0.0,7,4,11,273,0.001102,"1. 제품 3 - 민감성·복합성 피부에 비교적 무난한 녹차 성분이고, 트러블/건성 타겟이라 세정 후 당김 부담이 적을 가능성이 높으며 평점도 높아 신뢰도가 좋습니다.  
2. 제품 2 - 평점과 리뷰 수가 압도적으로 많아 검증된 편이고 가격도 적당하지만 AHA 성분이 있어 민감한 피부에는 자극 가능성이 있어 2순위입니다.  
3. 제품 1 - 가격은 매우 저렴하지만 리뷰·평점 정보가 없고 PHA/티트리 등 트러블 성분 조합이 민감성 피부에는 자극이 될 수 있어 가장 보수적으로 봅니다."
main_01002,round1,openai,gpt-5.4-mini,일루미엘,일소,설화수,일루미엘,foam,10000,N,Y,설화수,foam,42000.0,Y,Y,일소,unknown,16900.0,N,Y,1,0.39,8,3,11,259,0.001078,"1. 제품 1 - 1만원대의 가성비가 좋고, mugwort(쑥) 성분이 민감한 피부 진정에 도움될 수 있어 자극을 비교적 덜 우려하며 선택하기 좋습니다.
2. 제품 3 - 설화수라 품질 기대감은 높지만 60ml에 4만원대로 가성비가 낮고, 성분 정보가 부족해 민감성 피부 적합성을 판단하기 어렵습니다.
3. 제품 2 - 모공/aha 타겟이라 각질 케어엔 좋을 수 있지만, 민감성·당김 적은 클렌징을 선호하는 페르소나에는 자극 가능성이 더 있어 우선순위가 낮습니다."
main_01001,round1,anthropic,claude-haiku-4-5-20251001,메디섹션넘버,이즈앤트리,라곰,라곰,foam,18000,N,Y,메디섹션넘버,foam,22000.0,N,N,이즈앤트리,unknown,16000.0,N,N,1,0.31,4,2,6,327,0.001788,"# 클렌징 제품 추천 순위

1. **제품 3** - 압도적인 리뷰 수(2,341개)와 5.0 평점으로 신뢰성이 높고, 가성비 가격대(18,000원)에 AHA 성분으로 민감한 피부에도 순한 각질 케어가 가능합니다.

2. **제품 1** - 복합성·민감 피부에 필요한 CICA·세라마이드·쌀 추출물이 함유되어 당김을 최소화하면서도 AHA/BHA로 효과적인 클렌징이 가능하고, 높은 평점(4.9)으로 검증되었습니다.

3. **제품 2** - 유효성분과 평점 정보가 미공개되어 민감성 피부에 적합한지 검증하기 어렵고, 클린뷰티 클레임만으로"
main_02480,round1,anthropic,claude-haiku-4-5-20251001,앰플엔,라곰,빌리프,빌리프,foam,23200,N,N,라곰,foam,18000.0,N,N,앰플엔,foam,2000.0,N,N,2,0.65,6,2,8,306,0.001726,"# 페르소나에 맞는 클렌징 제품 추천 순위

1. **제품 3** - 녹차 성분으로 자극 완화하면서 건성·트러블 피부에 최적화되었고, 4.9점의 높은 평점으로 신뢰성 있으며 당김 적은 사용감을 기대할 수 있습니다.

2. **제품 2** - AHA 성분으로 뛰어난 클렌징 효과와 다양한 피부 고민 해결이 가능하며, 5.0점 2,341개 리뷰로 검증된 제품이지만 민감성 피부에는 순응 기간이 필요할 수 있습니다.

3. **제품 1** - 가성비는 최고이고 트러블 완화 성분이 풍부하지만, 평점과 리뷰 정보 부재로 제품 신뢰도를 판단하기 "
main_01002,round1,anthropic,claude-haiku-4-5-20251001,일루미엘,일소,설화수,일루미엘,foam,10000,N,Y,설화수,foam,42000.0,N,Y,일소,unknown,16900.0,N,Y,0,0.0,3,2,5,245,0.001476,"# 클렌징 제품 추천 순위

1. **제품 1** - 가성비(1만원)와 민감성 피부 배려(쑥 성분)를 모두 만족하며, 높은 평점(5.0/99리뷰)으로 신뢰도가 높습니다.

2. **제품 3** - 복합성 피부 전문 타겟에 당김 완화 성능이 기대되나, 4만원대 고가 + 상세 정보 부족이 선택 진입장벽입니다.

3. **제품 2** - 리뷰 수(3개)가 부족해 신뢰도가 낮고, 제품 유형·용량 등 필수 정보 미공개로 비교 평가가 어렵습니다."
main_01745,round1,openai,gpt-5.4-mini,퐁당,라로슈포제,베네투스,베네투스,foam,23000,N,Y,라로슈포제,gel,3000.0,N,Y,퐁당,foam,15000.0,N,N,4,1.74,8,4,12,230,0.001071,"1. 3 - 꿀·판테놀·프로폴리스로 진정/보습 기대감이 높고 200ml에 23,000원으로 가성비도 괜찮아 민감성·당김 걱정이 있는 피부에 가장 무난합니다.  
2. 2 - 시카·나이아신아마이드 조합과 민감성 타겟이 잘 맞지만 40ml에 3,000원이라 용량 대비 효율이 애매해 보입니다.  
3. 1 - AHA 성분과 지성 타겟이라 민감하고 당김에 약한 복합성 피부에는 자극 가능성이 있어 우선순위가 낮습니다."
main_01745,round1,anthropic,claude-haiku-4-5-20251001,퐁당,라로슈포제,베네투스,베네투스,foam,23000,N,Y,라로슈포제,gel,3000.0,N,Y,퐁당,foam,15000.0,N,N,3,1.1,6,5,11,272,0.001566,"# 페르소나별 클렌징 제품 추천 순위

1. **제품 3** - 꿀·판테놀·프로폴리스로 민감성 피부의 당김을 최소화하면서 138개 리뷰로 검증된 신뢰성과 가성비(23,000원)를 모두 갖춤.

2. **제품 2** - 시카·나이아신아마이드로 민감성 피부 진정에 특화되었으나, 40ml 소용량(3,000원)이라 지속적인 사용 평가가 어려움.

3. **제품 1** - AHA 함유로 각질 제거 효과는 있으나 지성 피부 타겟이고 리뷰 1개만 있어 민감성·복합성 피부 사용자에게는 검증 부족."
main_01746,round1,openai,gpt-5.4-mini,토리든,실크크리스탈,일소,토리든,foam,2500,N,Y,일소,unknown,18000.0,N,N,실크크리스탈,unknown,68000.0,N,N,1,0.41,7,2,9,245,0.001043,"1. 1 - 센텔라·시카·판테놀로 민감 피부에 가장 무난하고, 2,500원으로 가성비가 압도적이라 클렌징 후 당김이 걱정되는 페르소나에 가장 적합합니다.
2. 3 - AHA가 있어 트러블 관리엔 도움이 될 수 있고 가격도 합리적이지만, 민감성·자극 약한 피부에는 1번보다 부담이 있을 수 있습니다.
3. 2 - AHA 중심에 가격이 6.8만원으로 매우 높아 가성비가 떨어지고, 민감성 피부에 대한 안정성 정보도 부족해 우선순위가 낮습니다."
main_01746,round1,anthropic,claude-haiku-4-5-20251001,토리든,실크크리스탈,일소,토리든,foam,2500,N,Y,일소,unknown,18000.0,N,Y,실크크리스탈,unknown,68000.0,N,Y,3,1.29,3,0,3,232,0.001368,"1. **제품 1** - 센텔라·시카·판테놀 성분으로 민감한 피부를 진정시키면서 합리적인 가격대(2,500원)에서 가성비를 충족합니다.

2. **제품 3** - AHA와 후타유신 성분으로 트러블 관리가 가능하고 18,000원대의 합리적 가격이지만, 제품 타입 정보 부족이 아쉽습니다.

3. **제품 2** - AHA 성분으로 효과적이나 68,000원의 높은 가격대와 불명확한 제품 정보로 인해 신뢰성이 낮습니다."
main_01748,round1,openai,gpt-5.4-mini,은율,아임프롬,지피덤,은율,foam,12800,N,N,지피덤,foam,16900.0,N,N,아임프롬,foam,18000.0,N,N,1,0.44,8,4,12,226,0.001028,"1. 1 - 민감성 피부 타겟에 용량이 500ml로 가성비가 가장 좋고, 자극이 적은 클렌징을 기대할 수 있어 페르소나에 가장 잘 맞습니다.
2. 3 - 센텔라·히알루론산 등 진정/보습 성분이 있어 복합성·민감성에 무난하지만, 모공/각질 중심이라 세정력이 다소 강할 수 있습니다.
3. 2 - 각질 케어용이라 민감하고 당김에 약한 피부에는 자극 가능성이 있고, 용량 대비 가격도 1번보다 덜 매력적입니다."
main_01748,round1,anthropic,claude-haiku-4-5-20251001,은율,아임프롬,지피덤,지피덤,foam,16900,N,Y,은율,foam,12800.0,N,Y,아임프롬,foam,18000.0,N,Y,4,1.64,6,1,7,244,0.001446,"1. **제품 3** - 센텔라·글루타치온 등 진정·보습 성분이 풍부하고 클린뷰티 인증으로 자극 최소화하면서도 가성비(16,900원)가 우수함.

2. **제품 1** - 민감성 피부 타겟에 가장 저렴한 가격(12,800원)이지만, 성분 정보 부재로 신뢰성 확보가 어려운 점이 아쉬움.

3. **제품 2** - 각질 제거에 특화되었으나 150ml의 소용량에 18,000원대 가격이 다소 비싸고, 리뷰 정보 부재로 당김 정도 확인 불가."
