engine_a,engine_b,set_id,input_sku1,input_sku2,input_sku3,duplicate_input_brand_trial,anthropic_top1,anthropic_rank2,anthropic_rank3,openai_top1,openai_rank2,openai_rank3,top1_match,full_rank_match,complete_pair,agreement_signature
anthropic,openai,main_01512,블랑네이처,메디큐브,더후,False,메디큐브,블랑네이처,,메디큐브,더후,블랑네이처,True,False,False,메디큐브 > 블랑네이처 > nan || 메디큐브 > 더후 > 블랑네이처
anthropic,openai,main_01521,비욘드,리얼베리어,테라비코스,False,리얼베리어,테라비코스,비욘드,리얼베리어,테라비코스,비욘드,True,True,True,리얼베리어 > 테라비코스 > 비욘드 || 리얼베리어 > 테라비코스 > 비욘드
anthropic,openai,main_01522,편강율,식물나라,제이준,False,제이준,편강율,식물나라,제이준,편강율,식물나라,True,True,True,제이준 > 편강율 > 식물나라 || 제이준 > 편강율 > 식물나라
anthropic,openai,main_01523,아누아,메디힐,메디큐브,False,아누아,메디힐,메디큐브,메디힐,아누아,메디큐브,False,False,True,아누아 > 메디힐 > 메디큐브 || 메디힐 > 아누아 > 메디큐브
anthropic,openai,main_01527,스킨바리스타,블랑네이처,라곰,False,라곰,스킨바리스타,블랑네이처,스킨바리스타,라곰,블랑네이처,False,False,True,라곰 > 스킨바리스타 > 블랑네이처 || 스킨바리스타 > 라곰 > 블랑네이처
anthropic,openai,main_01528,스킨1004,헉슬리,그레이멜린,False,스킨1004,그레이멜린,헉슬리,스킨1004,그레이멜린,헉슬리,True,True,True,스킨1004 > 그레이멜린 > 헉슬리 || 스킨1004 > 그레이멜린 > 헉슬리
anthropic,openai,main_01529,나인위시스,은율,휩드,False,휩드,나인위시스,은율,휩드,나인위시스,은율,True,True,True,휩드 > 나인위시스 > 은율 || 휩드 > 나인위시스 > 은율
anthropic,openai,main_01532,수이스킨,라곰,벤튼,False,라곰,수이스킨,벤튼,수이스킨,라곰,벤튼,False,False,True,라곰 > 수이스킨 > 벤튼 || 수이스킨 > 라곰 > 벤튼
anthropic,openai,main_01534,코스알엑스,에이프릴스킨,스킨바리스타,False,에이프릴스킨,코스알엑스,스킨바리스타,코스알엑스,스킨바리스타,에이프릴스킨,False,False,True,에이프릴스킨 > 코스알엑스 > 스킨바리스타 || 코스알엑스 > 스킨바리스타 > 에이프릴스킨
anthropic,openai,main_01535,메디팜,토리든,원씽,False,토리든,메디팜,원씽,토리든,메디팜,원씽,True,True,True,토리든 > 메디팜 > 원씽 || 토리든 > 메디팜 > 원씽
anthropic,openai,main_01537,식물나라,셀퓨전씨,파파레서피,False,셀퓨전씨,파파레서피,식물나라,셀퓨전씨,파파레서피,식물나라,True,True,True,셀퓨전씨 > 파파레서피 > 식물나라 || 셀퓨전씨 > 파파레서피 > 식물나라
anthropic,openai,main_01540,아크웰,베네투스,에이프릴스킨,False,에이프릴스킨,베네투스,아크웰,베네투스,에이프릴스킨,아크웰,False,False,True,에이프릴스킨 > 베네투스 > 아크웰 || 베네투스 > 에이프릴스킨 > 아크웰
anthropic,openai,main_01551,성분에디터,메디팜,제이준,False,제이준,성분에디터,메디팜,메디팜,제이준,성분에디터,False,False,True,제이준 > 성분에디터 > 메디팜 || 메디팜 > 제이준 > 성분에디터
anthropic,openai,main_01555,주미소,피지오겔,토리든,False,피지오겔,주미소,토리든,피지오겔,토리든,주미소,True,False,True,피지오겔 > 주미소 > 토리든 || 피지오겔 > 토리든 > 주미소
anthropic,openai,main_01557,바이오던스,잇츠스킨,스킨푸드,False,바이오던스,스킨푸드,잇츠스킨,스킨푸드,바이오던스,잇츠스킨,False,False,True,바이오던스 > 스킨푸드 > 잇츠스킨 || 스킨푸드 > 바이오던스 > 잇츠스킨
anthropic,openai,main_01559,퐁당,베네투스,스킨푸드,False,베네투스,퐁당,스킨푸드,베네투스,스킨푸드,퐁당,True,False,True,베네투스 > 퐁당 > 스킨푸드 || 베네투스 > 스킨푸드 > 퐁당
anthropic,openai,main_01560,나인위시스,휩드,설화수,False,휩드,나인위시스,설화수,휩드,나인위시스,설화수,True,True,True,휩드 > 나인위시스 > 설화수 || 휩드 > 나인위시스 > 설화수
anthropic,openai,main_01562,네이처리퍼블릭,닥터벨머,셀리맥스,False,셀리맥스,네이처리퍼블릭,닥터벨머,닥터벨머,셀리맥스,네이처리퍼블릭,False,False,True,셀리맥스 > 네이처리퍼블릭 > 닥터벨머 || 닥터벨머 > 셀리맥스 > 네이처리퍼블릭
anthropic,openai,main_01563,네이처리퍼블릭,더후,은율,False,은율,네이처리퍼블릭,더후,네이처리퍼블릭,은율,더후,False,False,True,은율 > 네이처리퍼블릭 > 더후 || 네이처리퍼블릭 > 은율 > 더후
anthropic,openai,main_01569,스트라이덱스,편강율,달바,False,편강율,달바,스트라이덱스,달바,편강율,스트라이덱스,False,False,True,편강율 > 달바 > 스트라이덱스 || 달바 > 편강율 > 스트라이덱스
anthropic,openai,main_01573,유이크,구달,아크웰,False,유이크,구달,아크웰,유이크,구달,아크웰,True,True,True,유이크 > 구달 > 아크웰 || 유이크 > 구달 > 아크웰
anthropic,openai,main_01576,아페리레,오드로이,스킨푸드,False,오드로이,아페리레,스킨푸드,오드로이,아페리레,스킨푸드,True,True,True,오드로이 > 아페리레 > 스킨푸드 || 오드로이 > 아페리레 > 스킨푸드
anthropic,openai,main_01580,일소,빌리프,일루미엘,False,일루미엘,빌리프,일소,빌리프,일루미엘,일소,False,False,True,일루미엘 > 빌리프 > 일소 || 빌리프 > 일루미엘 > 일소
anthropic,openai,main_01583,블랑네이처,스킨푸드,라운드랩,False,블랑네이처,라운드랩,,라운드랩,블랑네이처,스킨푸드,False,False,False,블랑네이처 > 라운드랩 > nan || 라운드랩 > 블랑네이처 > 스킨푸드
anthropic,openai,main_01584,유이크,닥터벨머,퐁당,False,유이크,닥터벨머,퐁당,닥터벨머,유이크,퐁당,False,False,True,유이크 > 닥터벨머 > 퐁당 || 닥터벨머 > 유이크 > 퐁당
anthropic,openai,main_01587,웰라쥬,일소,그레이멜린,False,그레이멜린,웰라쥬,일소,웰라쥬,그레이멜린,일소,False,False,True,그레이멜린 > 웰라쥬 > 일소 || 웰라쥬 > 그레이멜린 > 일소
anthropic,openai,main_01588,테라비코스,스킨푸드,그레이멜린,False,그레이멜린,테라비코스,스킨푸드,그레이멜린,테라비코스,스킨푸드,True,True,True,그레이멜린 > 테라비코스 > 스킨푸드 || 그레이멜린 > 테라비코스 > 스킨푸드
anthropic,openai,main_01590,편강율,엘리메르,나인위시스,False,편강율,나인위시스,엘리메르,편강율,나인위시스,엘리메르,True,True,True,편강율 > 나인위시스 > 엘리메르 || 편강율 > 나인위시스 > 엘리메르
anthropic,openai,main_01591,메디힐,비욘드,바노바기,False,메디힐,비욘드,바노바기,비욘드,바노바기,메디힐,False,False,True,메디힐 > 비욘드 > 바노바기 || 비욘드 > 바노바기 > 메디힐
anthropic,openai,main_01596,아누아,토리든,스킨푸드,False,아누아,스킨푸드,토리든,토리든,아누아,스킨푸드,False,False,True,아누아 > 스킨푸드 > 토리든 || 토리든 > 아누아 > 스킨푸드
anthropic,openai,main_01599,은율,에이프릴스킨,라곰,False,라곰,에이프릴스킨,은율,은율,라곰,에이프릴스킨,False,False,True,라곰 > 에이프릴스킨 > 은율 || 은율 > 라곰 > 에이프릴스킨
anthropic,openai,main_01606,퐁당,리얼베리어,아로마티카,False,리얼베리어,아로마티카,퐁당,리얼베리어,아로마티카,퐁당,True,True,True,리얼베리어 > 아로마티카 > 퐁당 || 리얼베리어 > 아로마티카 > 퐁당
anthropic,openai,main_01608,아누아,믹순,땡큐파머,False,아누아,믹순,땡큐파머,땡큐파머,아누아,믹순,False,False,True,아누아 > 믹순 > 땡큐파머 || 땡큐파머 > 아누아 > 믹순
anthropic,openai,main_01609,은율,라운드랩,아페리레,False,라운드랩,아페리레,은율,라운드랩,아페리레,은율,True,True,True,라운드랩 > 아페리레 > 은율 || 라운드랩 > 아페리레 > 은율
anthropic,openai,main_01611,바닐라코,피캄,믹순,False,믹순,바닐라코,피캄,피캄,바닐라코,믹순,False,False,True,믹순 > 바닐라코 > 피캄 || 피캄 > 바닐라코 > 믹순
anthropic,openai,main_01614,토리든,바닐라코,이즈앤트리,False,토리든,바닐라코,이즈앤트리,바닐라코,토리든,이즈앤트리,False,False,True,토리든 > 바닐라코 > 이즈앤트리 || 바닐라코 > 토리든 > 이즈앤트리
anthropic,openai,main_01615,비플레인,이즈앤트리,원씽,False,원씽,비플레인,이즈앤트리,원씽,비플레인,이즈앤트리,True,True,True,원씽 > 비플레인 > 이즈앤트리 || 원씽 > 비플레인 > 이즈앤트리
anthropic,openai,main_01620,아토팜,닥터벨머,비플레인,False,아토팜,비플레인,닥터벨머,아토팜,비플레인,닥터벨머,True,True,True,아토팜 > 비플레인 > 닥터벨머 || 아토팜 > 비플레인 > 닥터벨머
anthropic,openai,main_01628,비플레인,메디힐,설화수,False,메디힐,비플레인,설화수,비플레인,설화수,메디힐,False,False,True,메디힐 > 비플레인 > 설화수 || 비플레인 > 설화수 > 메디힐
anthropic,openai,main_01631,페이스인페이스,스킨푸드,테라비코스,False,테라비코스,스킨푸드,페이스인페이스,테라비코스,스킨푸드,페이스인페이스,True,True,True,테라비코스 > 스킨푸드 > 페이스인페이스 || 테라비코스 > 스킨푸드 > 페이스인페이스
anthropic,openai,main_01642,땡큐파머,주미소,메이크프렘,False,땡큐파머,주미소,메이크프렘,땡큐파머,메이크프렘,주미소,True,False,True,땡큐파머 > 주미소 > 메이크프렘 || 땡큐파머 > 메이크프렘 > 주미소
anthropic,openai,main_01644,설화수,테라비코스,토리든,False,테라비코스,토리든,설화수,토리든,테라비코스,설화수,False,False,True,테라비코스 > 토리든 > 설화수 || 토리든 > 테라비코스 > 설화수
anthropic,openai,main_01649,벤튼,언리시아,블라이드,False,벤튼,언리시아,블라이드,벤튼,언리시아,블라이드,True,True,True,벤튼 > 언리시아 > 블라이드 || 벤튼 > 언리시아 > 블라이드
anthropic,openai,main_01651,비레디,앰플엔,아임프롬,False,비레디,아임프롬,앰플엔,비레디,아임프롬,앰플엔,True,True,True,비레디 > 아임프롬 > 앰플엔 || 비레디 > 아임프롬 > 앰플엔
anthropic,openai,main_01652,나인위시스,리얼베리어,리얼베리어,True,리얼베리어,리얼베리어,나인위시스,리얼베리어,리얼베리어,나인위시스,True,True,True,리얼베리어 > 리얼베리어 > 나인위시스 || 리얼베리어 > 리얼베리어 > 나인위시스
anthropic,openai,main_01653,아임프롬,코스알엑스,구달,False,코스알엑스,아임프롬,구달,아임프롬,구달,코스알엑스,False,False,True,코스알엑스 > 아임프롬 > 구달 || 아임프롬 > 구달 > 코스알엑스
anthropic,openai,main_01658,숨37,달바,헉슬리,False,달바,헉슬리,숨37,숨37,헉슬리,달바,False,False,True,달바 > 헉슬리 > 숨37 || 숨37 > 헉슬리 > 달바
anthropic,openai,main_01661,닥터지,베네투스,에스트라,False,베네투스,에스트라,닥터지,에스트라,베네투스,닥터지,False,False,True,베네투스 > 에스트라 > 닥터지 || 에스트라 > 베네투스 > 닥터지
anthropic,openai,main_01664,에뛰드,이니스프리,김소형풀,False,에뛰드,이니스프리,김소형풀,에뛰드,이니스프리,김소형풀,True,True,True,에뛰드 > 이니스프리 > 김소형풀 || 에뛰드 > 이니스프리 > 김소형풀
anthropic,openai,main_01666,비플레인,파파레서피,메디큐브,False,파파레서피,메디큐브,비플레인,비플레인,메디큐브,파파레서피,False,False,True,파파레서피 > 메디큐브 > 비플레인 || 비플레인 > 메디큐브 > 파파레서피
anthropic,openai,main_01668,그레이멜린,에이프릴스킨,일소,False,그레이멜린,에이프릴스킨,일소,에이프릴스킨,그레이멜린,일소,False,False,True,그레이멜린 > 에이프릴스킨 > 일소 || 에이프릴스킨 > 그레이멜린 > 일소
anthropic,openai,main_01674,제이엠솔루션,믹순,비플레인,False,믹순,제이엠솔루션,비플레인,비플레인,제이엠솔루션,믹순,False,False,True,믹순 > 제이엠솔루션 > 비플레인 || 비플레인 > 제이엠솔루션 > 믹순
anthropic,openai,main_01682,멜릭서,리얼베리어,언리시아,False,리얼베리어,언리시아,멜릭서,리얼베리어,멜릭서,언리시아,True,False,True,리얼베리어 > 언리시아 > 멜릭서 || 리얼베리어 > 멜릭서 > 언리시아
anthropic,openai,main_01686,퐁당,메이크프렘,바닐라코,False,바닐라코,퐁당,메이크프렘,바닐라코,퐁당,메이크프렘,True,True,True,바닐라코 > 퐁당 > 메이크프렘 || 바닐라코 > 퐁당 > 메이크프렘
anthropic,openai,main_01692,와더스킨,테라비코스,피지오겔,False,피지오겔,테라비코스,와더스킨,피지오겔,와더스킨,테라비코스,True,False,True,피지오겔 > 테라비코스 > 와더스킨 || 피지오겔 > 와더스킨 > 테라비코스
anthropic,openai,main_01700,일리윤,비플레인,바이오던스,False,비플레인,일리윤,바이오던스,비플레인,일리윤,바이오던스,True,True,True,비플레인 > 일리윤 > 바이오던스 || 비플레인 > 일리윤 > 바이오던스
anthropic,openai,main_01701,오휘,비플레인,실크크리스탈,False,비플레인,오휘,실크크리스탈,비플레인,오휘,실크크리스탈,True,True,True,비플레인 > 오휘 > 실크크리스탈 || 비플레인 > 오휘 > 실크크리스탈
anthropic,openai,main_01702,오드로이,오휘,라운드랩,False,오드로이,라운드랩,오휘,오휘,라운드랩,오드로이,False,False,True,오드로이 > 라운드랩 > 오휘 || 오휘 > 라운드랩 > 오드로이
anthropic,openai,main_01703,토리든,더후,피캄,False,토리든,피캄,더후,토리든,피캄,더후,True,True,True,토리든 > 피캄 > 더후 || 토리든 > 피캄 > 더후
anthropic,openai,main_01705,바닐라코,아비브,에스트라,False,아비브,바닐라코,에스트라,에스트라,아비브,바닐라코,False,False,True,아비브 > 바닐라코 > 에스트라 || 에스트라 > 아비브 > 바닐라코
anthropic,openai,main_01706,아페리레,엘리메르,그레이멜린,False,그레이멜린,아페리레,엘리메르,그레이멜린,엘리메르,아페리레,True,False,True,그레이멜린 > 아페리레 > 엘리메르 || 그레이멜린 > 엘리메르 > 아페리레
anthropic,openai,main_01709,토리든,언리시아,코스알엑스,False,코스알엑스,토리든,언리시아,토리든,코스알엑스,언리시아,False,False,True,코스알엑스 > 토리든 > 언리시아 || 토리든 > 코스알엑스 > 언리시아
anthropic,openai,main_01712,메디힐,와더스킨,일리윤,False,메디힐,일리윤,와더스킨,일리윤,와더스킨,메디힐,False,False,True,메디힐 > 일리윤 > 와더스킨 || 일리윤 > 와더스킨 > 메디힐
anthropic,openai,main_01716,메디섹션넘버,일소,잇츠스킨,False,메디섹션넘버,일소,잇츠스킨,메디섹션넘버,일소,잇츠스킨,True,True,True,메디섹션넘버 > 일소 > 잇츠스킨 || 메디섹션넘버 > 일소 > 잇츠스킨
anthropic,openai,main_01719,토리든,메디팜,김소형풀,False,토리든,메디팜,김소형풀,토리든,메디팜,김소형풀,True,True,True,토리든 > 메디팜 > 김소형풀 || 토리든 > 메디팜 > 김소형풀
anthropic,openai,main_01720,셀리맥스,리얼베리어,아누아,False,아누아,셀리맥스,리얼베리어,리얼베리어,아누아,셀리맥스,False,False,True,아누아 > 셀리맥스 > 리얼베리어 || 리얼베리어 > 아누아 > 셀리맥스
anthropic,openai,main_01722,일리윤,와더스킨,토리든,False,일리윤,토리든,와더스킨,토리든,일리윤,와더스킨,False,False,True,일리윤 > 토리든 > 와더스킨 || 토리든 > 일리윤 > 와더스킨
anthropic,openai,main_01725,리얼베리어,설화수,일리윤,False,일리윤,설화수,리얼베리어,일리윤,설화수,리얼베리어,True,True,True,일리윤 > 설화수 > 리얼베리어 || 일리윤 > 설화수 > 리얼베리어
anthropic,openai,main_01728,일루미엘,닥터지,스킨푸드,False,닥터지,일루미엘,스킨푸드,일루미엘,닥터지,스킨푸드,False,False,True,닥터지 > 일루미엘 > 스킨푸드 || 일루미엘 > 닥터지 > 스킨푸드
anthropic,openai,main_01729,파파레서피,에뛰드,오드로이,False,에뛰드,파파레서피,오드로이,오드로이,파파레서피,에뛰드,False,False,True,에뛰드 > 파파레서피 > 오드로이 || 오드로이 > 파파레서피 > 에뛰드
anthropic,openai,main_01736,리얼베리어,숨37,스킨푸드,False,리얼베리어,스킨푸드,숨37,리얼베리어,스킨푸드,숨37,True,True,True,리얼베리어 > 스킨푸드 > 숨37 || 리얼베리어 > 스킨푸드 > 숨37
anthropic,openai,main_01738,미샤,아임프롬,일소,False,아임프롬,미샤,일소,아임프롬,미샤,일소,True,True,True,아임프롬 > 미샤 > 일소 || 아임프롬 > 미샤 > 일소
anthropic,openai,main_01745,퐁당,라로슈포제,베네투스,False,베네투스,라로슈포제,퐁당,베네투스,라로슈포제,퐁당,True,True,True,베네투스 > 라로슈포제 > 퐁당 || 베네투스 > 라로슈포제 > 퐁당
anthropic,openai,main_01746,토리든,실크크리스탈,일소,False,토리든,일소,실크크리스탈,토리든,일소,실크크리스탈,True,True,True,토리든 > 일소 > 실크크리스탈 || 토리든 > 일소 > 실크크리스탈
anthropic,openai,main_01748,은율,아임프롬,지피덤,False,지피덤,은율,아임프롬,은율,지피덤,아임프롬,False,False,True,지피덤 > 은율 > 아임프롬 || 은율 > 지피덤 > 아임프롬
anthropic,openai,main_01751,퓨어케이,바이오던스,비플레인,False,비플레인,바이오던스,퓨어케이,비플레인,바이오던스,퓨어케이,True,True,True,비플레인 > 바이오던스 > 퓨어케이 || 비플레인 > 바이오던스 > 퓨어케이
anthropic,openai,main_01754,오드로이,그레이멜린,메디큐브,False,그레이멜린,오드로이,메디큐브,그레이멜린,오드로이,메디큐브,True,True,True,그레이멜린 > 오드로이 > 메디큐브 || 그레이멜린 > 오드로이 > 메디큐브
anthropic,openai,main_01755,베네투스,더후,헉슬리,False,베네투스,헉슬리,더후,베네투스,더후,헉슬리,True,False,True,베네투스 > 헉슬리 > 더후 || 베네투스 > 더후 > 헉슬리
anthropic,openai,main_01756,성분에디터,식물나라,편강율,False,편강율,성분에디터,식물나라,편강율,식물나라,성분에디터,True,False,True,편강율 > 성분에디터 > 식물나라 || 편강율 > 식물나라 > 성분에디터
anthropic,openai,main_01758,아누아,시드물,메디섹션넘버,False,시드물,아누아,,시드물,아누아,메디섹션넘버,True,False,False,시드물 > 아누아 > nan || 시드물 > 아누아 > 메디섹션넘버
anthropic,openai,main_01759,설화수,나인위시스,라운드랩,False,라운드랩,나인위시스,설화수,라운드랩,설화수,나인위시스,True,False,True,라운드랩 > 나인위시스 > 설화수 || 라운드랩 > 설화수 > 나인위시스
anthropic,openai,main_01770,스킨1004,셀리맥스,수이스킨,False,셀리맥스,수이스킨,스킨1004,스킨1004,셀리맥스,수이스킨,False,False,True,셀리맥스 > 수이스킨 > 스킨1004 || 스킨1004 > 셀리맥스 > 수이스킨
anthropic,openai,main_01786,스킨푸드,원씽,성분에디터,False,원씽,성분에디터,스킨푸드,원씽,스킨푸드,성분에디터,True,False,True,원씽 > 성분에디터 > 스킨푸드 || 원씽 > 스킨푸드 > 성분에디터
anthropic,openai,main_01788,더후,앰플엔,나인위시스,False,나인위시스,앰플엔,더후,나인위시스,더후,앰플엔,True,False,True,나인위시스 > 앰플엔 > 더후 || 나인위시스 > 더후 > 앰플엔
anthropic,openai,main_01791,라로슈포제,스킨바리스타,비플레인,False,비플레인,라로슈포제,스킨바리스타,비플레인,스킨바리스타,라로슈포제,True,False,True,비플레인 > 라로슈포제 > 스킨바리스타 || 비플레인 > 스킨바리스타 > 라로슈포제
anthropic,openai,main_01794,더후,퓨어케이,나인위시스,False,나인위시스,퓨어케이,더후,나인위시스,퓨어케이,더후,True,True,True,나인위시스 > 퓨어케이 > 더후 || 나인위시스 > 퓨어케이 > 더후
anthropic,openai,main_01795,피지오겔,이아소,나인위시스,False,피지오겔,나인위시스,이아소,피지오겔,이아소,나인위시스,True,False,True,피지오겔 > 나인위시스 > 이아소 || 피지오겔 > 이아소 > 나인위시스
anthropic,openai,main_01806,닥터오라클,에이프릴스킨,아누아,False,아누아,닥터오라클,에이프릴스킨,닥터오라클,에이프릴스킨,아누아,False,False,True,아누아 > 닥터오라클 > 에이프릴스킨 || 닥터오라클 > 에이프릴스킨 > 아누아
anthropic,openai,main_01811,라운드랩,바노바기,아누아,False,라운드랩,아누아,바노바기,라운드랩,아누아,바노바기,True,True,True,라운드랩 > 아누아 > 바노바기 || 라운드랩 > 아누아 > 바노바기
anthropic,openai,main_01812,더마겐,피캄,스킨푸드,False,피캄,더마겐,스킨푸드,피캄,스킨푸드,더마겐,True,False,True,피캄 > 더마겐 > 스킨푸드 || 피캄 > 스킨푸드 > 더마겐
anthropic,openai,main_01815,나인위시스,닥터벨머,은율,False,은율,나인위시스,닥터벨머,은율,닥터벨머,나인위시스,True,False,True,은율 > 나인위시스 > 닥터벨머 || 은율 > 닥터벨머 > 나인위시스
anthropic,openai,main_01816,코스알엑스,와더스킨,토리든,False,토리든,코스알엑스,와더스킨,토리든,코스알엑스,와더스킨,True,True,True,토리든 > 코스알엑스 > 와더스킨 || 토리든 > 코스알엑스 > 와더스킨
anthropic,openai,main_01826,편강율,언리시아,에뛰드,False,편강율,에뛰드,언리시아,편강율,에뛰드,언리시아,True,True,True,편강율 > 에뛰드 > 언리시아 || 편강율 > 에뛰드 > 언리시아
anthropic,openai,main_01829,숨37,제이엠솔루션,넘버즈인,False,제이엠솔루션,넘버즈인,숨37,넘버즈인,제이엠솔루션,숨37,False,False,True,제이엠솔루션 > 넘버즈인 > 숨37 || 넘버즈인 > 제이엠솔루션 > 숨37
anthropic,openai,main_01831,에스트라,비플레인,티엘스,False,티엘스,비플레인,에스트라,비플레인,에스트라,티엘스,False,False,True,티엘스 > 비플레인 > 에스트라 || 비플레인 > 에스트라 > 티엘스
anthropic,openai,main_01832,비욘드,벤튼,스킨푸드,False,벤튼,비욘드,스킨푸드,비욘드,스킨푸드,벤튼,False,False,True,벤튼 > 비욘드 > 스킨푸드 || 비욘드 > 스킨푸드 > 벤튼
anthropic,openai,main_01833,에뛰드,은율,파파레서피,False,파파레서피,은율,에뛰드,파파레서피,은율,에뛰드,True,True,True,파파레서피 > 은율 > 에뛰드 || 파파레서피 > 은율 > 에뛰드
anthropic,openai,main_01834,블랑네이처,일리윤,볼드포뮬러,False,일리윤,블랑네이처,볼드포뮬러,일리윤,볼드포뮬러,블랑네이처,True,False,True,일리윤 > 블랑네이처 > 볼드포뮬러 || 일리윤 > 볼드포뮬러 > 블랑네이처
anthropic,openai,main_01835,리얼베리어,잇츠스킨,이아소,False,리얼베리어,이아소,잇츠스킨,리얼베리어,이아소,잇츠스킨,True,True,True,리얼베리어 > 이아소 > 잇츠스킨 || 리얼베리어 > 이아소 > 잇츠스킨
anthropic,openai,main_01837,닥터지,지피덤,구달,False,지피덤,구달,닥터지,지피덤,구달,닥터지,True,True,True,지피덤 > 구달 > 닥터지 || 지피덤 > 구달 > 닥터지
anthropic,openai,main_01842,메디큐브,네이처리퍼블릭,은율,False,메디큐브,은율,네이처리퍼블릭,은율,메디큐브,네이처리퍼블릭,False,False,True,메디큐브 > 은율 > 네이처리퍼블릭 || 은율 > 메디큐브 > 네이처리퍼블릭
anthropic,openai,main_01843,땡큐파머,와더스킨,비레디,False,비레디,땡큐파머,와더스킨,땡큐파머,비레디,와더스킨,False,False,True,비레디 > 땡큐파머 > 와더스킨 || 땡큐파머 > 비레디 > 와더스킨
anthropic,openai,main_01844,스킨푸드,은율,멜릭서,False,은율,스킨푸드,멜릭서,멜릭서,스킨푸드,은율,False,False,True,은율 > 스킨푸드 > 멜릭서 || 멜릭서 > 스킨푸드 > 은율
anthropic,openai,main_01847,토리든,스킨푸드,은율,False,은율,토리든,스킨푸드,토리든,은율,스킨푸드,False,False,True,은율 > 토리든 > 스킨푸드 || 토리든 > 은율 > 스킨푸드
anthropic,openai,main_01850,바닐라코,나인위시스,벤튼,False,바닐라코,벤튼,나인위시스,바닐라코,벤튼,나인위시스,True,True,True,바닐라코 > 벤튼 > 나인위시스 || 바닐라코 > 벤튼 > 나인위시스
anthropic,openai,main_01851,에스트라,일루미엘,스킨푸드,False,스킨푸드,일루미엘,에스트라,에스트라,일루미엘,스킨푸드,False,False,True,스킨푸드 > 일루미엘 > 에스트라 || 에스트라 > 일루미엘 > 스킨푸드
anthropic,openai,main_01852,설화수,더후,아누아,False,아누아,설화수,더후,아누아,설화수,더후,True,True,True,아누아 > 설화수 > 더후 || 아누아 > 설화수 > 더후
anthropic,openai,main_01863,유이크,멜릭서,휩드,False,휩드,유이크,,휩드,유이크,멜릭서,True,False,False,휩드 > 유이크 > nan || 휩드 > 유이크 > 멜릭서
anthropic,openai,main_01864,닥터벨머,나인위시스,에뛰드,False,나인위시스,에뛰드,닥터벨머,에뛰드,닥터벨머,나인위시스,False,False,True,나인위시스 > 에뛰드 > 닥터벨머 || 에뛰드 > 닥터벨머 > 나인위시스
anthropic,openai,main_01866,구달,아비브,블랑네이처,False,아비브,구달,,아비브,블랑네이처,구달,True,False,False,아비브 > 구달 > nan || 아비브 > 블랑네이처 > 구달
anthropic,openai,main_01867,편강율,코스알엑스,은율,False,코스알엑스,편강율,은율,코스알엑스,편강율,은율,True,True,True,코스알엑스 > 편강율 > 은율 || 코스알엑스 > 편강율 > 은율
anthropic,openai,main_01870,김소형풀,언리시아,원씽,False,원씽,언리시아,김소형풀,원씽,언리시아,김소형풀,True,True,True,원씽 > 언리시아 > 김소형풀 || 원씽 > 언리시아 > 김소형풀
anthropic,openai,main_01874,구달,퐁당,페이스인페이스,False,구달,페이스인페이스,퐁당,구달,페이스인페이스,퐁당,True,True,True,구달 > 페이스인페이스 > 퐁당 || 구달 > 페이스인페이스 > 퐁당
anthropic,openai,main_01875,아누아,이즈앤트리,에스트라,False,아누아,에스트라,이즈앤트리,에스트라,아누아,이즈앤트리,False,False,True,아누아 > 에스트라 > 이즈앤트리 || 에스트라 > 아누아 > 이즈앤트리
anthropic,openai,main_01886,에뛰드,편강율,바닐라코,False,편강율,바닐라코,에뛰드,편강율,바닐라코,에뛰드,True,True,True,편강율 > 바닐라코 > 에뛰드 || 편강율 > 바닐라코 > 에뛰드
anthropic,openai,main_01889,토리든,파파레서피,편강율,False,편강율,파파레서피,토리든,편강율,토리든,파파레서피,True,False,True,편강율 > 파파레서피 > 토리든 || 편강율 > 토리든 > 파파레서피
anthropic,openai,main_01893,아누아,설화수,성분에디터,False,성분에디터,아누아,설화수,아누아,성분에디터,설화수,False,False,True,성분에디터 > 아누아 > 설화수 || 아누아 > 성분에디터 > 설화수
anthropic,openai,main_01896,비플레인,이아소,더후,False,비플레인,더후,이아소,비플레인,이아소,더후,True,False,True,비플레인 > 더후 > 이아소 || 비플레인 > 이아소 > 더후
anthropic,openai,main_01899,주미소,맥스클리닉,유이크,False,맥스클리닉,유이크,주미소,맥스클리닉,유이크,주미소,True,True,True,맥스클리닉 > 유이크 > 주미소 || 맥스클리닉 > 유이크 > 주미소
anthropic,openai,main_01908,토리든,구달,티엘스,False,티엘스,토리든,구달,토리든,구달,티엘스,False,False,True,티엘스 > 토리든 > 구달 || 토리든 > 구달 > 티엘스
anthropic,openai,main_01916,더후,이아소,메디힐,False,메디힐,더후,이아소,메디힐,이아소,더후,True,False,True,메디힐 > 더후 > 이아소 || 메디힐 > 이아소 > 더후
anthropic,openai,main_01917,비플레인,와더스킨,이아소,False,비플레인,와더스킨,이아소,비플레인,이아소,와더스킨,True,False,True,비플레인 > 와더스킨 > 이아소 || 비플레인 > 이아소 > 와더스킨
anthropic,openai,main_01922,넘버즈인,웰라쥬,에뛰드,False,웰라쥬,넘버즈인,에뛰드,웰라쥬,넘버즈인,에뛰드,True,True,True,웰라쥬 > 넘버즈인 > 에뛰드 || 웰라쥬 > 넘버즈인 > 에뛰드
